Player,From,To,Pos,Ht,Wt,Birth Date,College,Link
Arthur Becker,1968,1973,F,6-7,205.0,"January 12, 1942",Arizona State University,/players/b/beckear01.html
Moe Becker,1947,1947,G-F,6-1,185.0,"February 24, 1917",Duquesne University,/players/b/beckemo01.html
Bob Bedell,1968,1971,F,6-7,205.0,"June 26, 1944",Stanford University,/players/b/bedelbo01.html
William Bedford,1987,1993,C,7-0,225.0,"December 14, 1963",University of Memphis,/players/b/bedfowi01.html
Hank Beenders,1947,1949,C-F,6-6,185.0,"June 2, 1916",Long Island University,/players/b/beendha01.html
Ron Behagen,1974,1980,F-C,6-9,185.0,"January 14, 1951",University of Minnesota,/players/b/behagro01.html
Elmer Behnke,1952,1952,C,6-7,210.0,"February 3, 1929",Bradley University,/players/b/behnkel01.html
Marco Belinelli,2008,2017,G-F,6-5,210.0,"March 25, 1986",,/players/b/belinma01.html
Charlie Bell,2002,2011,G,6-3,200.0,"March 12, 1979",Michigan State University,/players/b/bellch01.html
Dennis Bell,1974,1976,F,6-5,185.0,"June 2, 1951",Drake University,/players/b/bellde01.html
Raja Bell,2001,2012,G,6-5,204.0,"September 19, 1976",Florida International University,/players/b/bellra01.html
Troy Bell,2004,2004,G,6-1,180.0,"November 10, 1980",Boston College,/players/b/belltr01.html
Whitey Bell,1960,1961,G,6-0,180.0,"September 13, 1932",North Carolina State University,/players/b/bellwh01.html
Walt Bellamy*,1962,1975,C,6-11,225.0,"July 24, 1939",Indiana University,/players/b/bellawa01.html
DeAndre' Bembry,2017,2017,F,6-6,210.0,"July 4, 1994",Saint Joseph's University,/players/b/bembrde01.html
Irv Bemoras,1954,1957,F-G,6-3,185.0,"November 18, 1930",University of Illinois at Urbana-Champaign,/players/b/bemorir01.html
Leon Benbow,1975,1976,G,6-4,185.0,"July 23, 1950",Jacksonville University,/players/b/benbole01.html
Dragan Bender,2017,2017,F,7-1,225.0,"November 17, 1997",,/players/b/bendedr01.html
Jonathan Bender,2000,2010,F,6-11,202.0,"January 30, 1981",,/players/b/bendejo01.html
Jerrelle Benimon,2015,2015,F,6-8,245.0,"August 1, 1991",Towson University,/players/b/benimje01.html
Benoit Benjamin,1986,2000,C,7-0,250.0,"November 22, 1964",Creighton University,/players/b/benjabe01.html
Corey Benjamin,1999,2003,G,6-6,200.0,"February 24, 1978",Oregon State University,/players/b/benjaco01.html
Anthony Bennett,2014,2017,F,6-8,245.0,"March 14, 1993","University of Nevada, Las Vegas",/players/b/bennean01.html
Elmer Bennett,1995,1997,G,6-0,170.0,"February 13, 1970",University of Notre Dame,/players/b/benneel01.html
Mario Bennett,1996,2000,F,6-6,235.0,"August 1, 1973",Arizona State University,/players/b/bennema01.html
Mel Bennett,1976,1982,F,6-7,200.0,"January 4, 1955",University of Pittsburgh,/players/b/benneme01.html
Spider Bennett,1969,1969,G,6-3,190.0,"August 4, 1943",Winston-Salem State University,/players/b/bennesp01.html
Tony Bennett,1993,1995,G,6-0,175.0,"June 1, 1969",University of Wisconsin-Green Bay,/players/b/benneto01.html
Winston Bennett,1990,1992,F,6-7,210.0,"February 9, 1965",University of Kentucky,/players/b/bennewi01.html
David Benoit,1992,2001,F,6-8,220.0,"May 9, 1968",University of Alabama,/players/b/benoida01.html
Keith Benson,2012,2012,C,6-11,240.0,"August 13, 1988",Oakland University,/players/b/bensoke02.html
Kent Benson,1978,1988,C,6-10,235.0,"December 27, 1954",Indiana University,/players/b/bensoke01.html
Ben Bentil,2017,2017,F,6-9,235.0,"March 29, 1995",Providence College,/players/b/bentibe01.html
Gene Berce,1950,1950,G-F,5-11,175.0,"November 22, 1926",Marquette University,/players/b/bercege01.html
Gary Bergen,1957,1957,C,6-8,210.0,"July 16, 1932",University of Utah,/players/b/bergega01.html
Larry Bergh,1970,1970,F,6-8,210.0,"April 2, 1945",Weber State University,/players/b/berghla01.html
Ricky Berry,1989,1989,F,6-8,205.0,"October 6, 1964",San Jose State University,/players/b/berryri01.html
Walter Berry,1987,1989,F,6-8,215.0,"May 14, 1964",St. John's University,/players/b/berrywa01.html
Davis Bertans,2017,2017,F,6-10,210.0,"November 12, 1992",,/players/b/bertada01.html
Del Beshore,1979,1980,G,5-11,165.0,"November 29, 1956",California University of Pennslyvania,/players/b/beshode01.html
Travis Best,1996,2005,G,5-11,182.0,"July 12, 1972",Georgia Institute of Technology,/players/b/besttr01.html
Patrick Beverley,2013,2017,G,6-1,185.0,"July 12, 1988",University of Arkansas,/players/b/beverpa01.html
Sim Bhullar,2015,2015,C,7-5,360.0,"December 2, 1992",New Mexico State University,/players/b/bhullsi01.html
Wesley Bialosuknia,1968,1968,G,6-2,185.0,"June 8, 1945",University of Connecticut,/players/b/bialowe01.html
Al Bianchi,1957,1966,G,6-3,185.0,"March 26, 1932",Bowling Green State University,/players/b/biancal01.html
Hank Biasatti,1947,1947,G,5-11,175.0,"January 14, 1922",Long Island University,/players/b/biasaha01.html
Henry Bibby,1973,1981,G,6-1,185.0,"November 24, 1949","University of California, Los Angeles",/players/b/bibbyhe01.html
Mike Bibby,1999,2012,G,6-1,190.0,"May 13, 1978",University of Arizona,/players/b/bibbymi01.html
Ed Biedenbach,1969,1969,G,6-1,175.0,"August 12, 1945",North Carolina State University,/players/b/biedeed01.html
Andris Biedrins,2005,2014,C,6-11,240.0,"April 2, 1986",,/players/b/biedran01.html
Don Bielke,1956,1956,C,6-7,240.0,,Valparaiso University,/players/b/bielkdo01.html
Bob Bigelow,1976,1979,F-G,6-7,215.0,"December 26, 1953",University of Pennsylvania,/players/b/bigelbo01.html
Lionel Billingy,1975,1975,F-C,6-9,215.0,"August 31, 1952",Duquesne University,/players/b/billili01.html
Chauncey Billups,1998,2014,G,6-3,202.0,"September 25, 1976",University of Colorado,/players/b/billuch01.html
Dave Bing*,1967,1978,G,6-3,180.0,"November 24, 1943",Syracuse University,/players/b/bingda01.html
Joe Binion,1987,1987,F,6-8,235.0,"March 26, 1961",North Carolina Agricultural and Technical State University,/players/b/biniojo01.html
Jerry Bird,1959,1959,F,6-6,210.0,"February 2, 1935",University of Kentucky,/players/b/birdje01.html
Larry Bird*,1980,1992,F,6-9,220.0,"December 7, 1956",Indiana State University,/players/b/birdla01.html
Otis Birdsong,1978,1989,G,6-3,190.0,"December 9, 1955",University of Houston,/players/b/birdsot01.html
Gale Bishop,1949,1949,F,6-3,195.0,"June 4, 1922",Washington State University,/players/b/bishoga01.html
Bismack Biyombo,2012,2017,C-F,6-9,255.0,"August 28, 1992",,/players/b/biyombi01.html
Nemanja Bjelica,2016,2017,F,6-10,240.0,"May 9, 1988",,/players/b/bjeline01.html
Uwe Blab,1986,1990,C,7-1,252.0,"March 26, 1962",Indiana University,/players/b/blabuw01.html
Charlie Black,1949,1952,F-C,6-5,200.0,"June 15, 1921",University of Kansas,/players/b/blackch01.html
Norman Black,1981,1981,G,6-5,185.0,"November 12, 1957",Saint Joseph's University,/players/b/blackno01.html
Tarik Black,2015,2017,C-F,6-9,250.0,"November 22, 1991",University of Kansas,/players/b/blackta01.html
Tom Black,1971,1971,C,6-10,220.0,"July 9, 1941",South Dakota State University,/players/b/blackto01.html
Rolando Blackman,1982,1994,G,6-6,190.0,"February 26, 1959",Kansas State University,/players/b/blackro01.html
Alex Blackwell,1993,1993,F,6-6,250.0,"June 27, 1970",Monmouth University,/players/b/blackal01.html
Cory Blackwell,1985,1985,F,6-6,210.0,"March 27, 1963",University of Wisconsin,/players/b/blackco01.html
James Blackwell,1995,1995,G,6-0,190.0,"February 25, 1968",Dartmouth College,/players/b/blackja01.html
Nate Blackwell,1988,1988,G,6-4,170.0,"February 15, 1965",Temple University,/players/b/blackna01.html
DeJuan Blair,2010,2016,F-C,6-7,270.0,"April 22, 1989",University of Pittsburgh,/players/b/blairde01.html
Steve Blake,2004,2016,G,6-3,172.0,"February 26, 1980",University of Maryland,/players/b/blakest01.html
Will Blalock,2007,2007,G,6-0,205.0,"September 8, 1983",Iowa State University,/players/b/blalowi01.html
George Blaney,1962,1962,G,6-1,175.0,"November 12, 1939",College of the Holy Cross,/players/b/blanege01.html
Lance Blanks,1991,1993,G,6-4,190.0,"September 9, 1966",University of Texas at Austin,/players/b/blankla01.html
Ricky Blanton,1993,1993,F,6-7,215.0,"April 21, 1966",Louisiana State University,/players/b/blantri01.html
Andray Blatche,2006,2014,F,6-11,235.0,"August 22, 1986",,/players/b/blatcan01.html
Mookie Blaylock,1990,2002,G,6-0,180.0,"March 20, 1967",University of Oklahoma,/players/b/blaylmo01.html
Eric Bledsoe,2011,2017,G,6-1,205.0,"December 9, 1989",University of Kentucky,/players/b/bledser01.html
Leon Blevins,1951,1951,G,6-2,160.0,"June 25, 1926",University of Arizona,/players/b/blevile01.html
John Block,1967,1976,F-C,6-9,207.0,"April 16, 1944",University of Southern California,/players/b/blockjo01.html
Mike Bloom,1948,1949,F-C,6-6,190.0,"January 14, 1915",Temple University,/players/b/bloommi01.html
Corie Blount,1994,2004,F,6-9,240.0,"January 4, 1969",University of Cincinnati,/players/b/blounco01.html
Mark Blount,2001,2009,C,7-0,230.0,"November 30, 1975",University of Pittsburgh,/players/b/blounma01.html
Vander Blue,2014,2015,G,6-4,200.0,"July 17, 1992",Marquette University,/players/b/blueva01.html
Ray Blume,1982,1982,G,6-4,185.0,"September 23, 1958",Oregon State University,/players/b/blumera01.html
Nelson Bobb,1950,1953,G,6-0,170.0,"February 25, 1924",Temple University,/players/b/bobbne01.html
Tony Bobbitt,2005,2005,G,6-4,190.0,"October 22, 1979",University of Cincinnati,/players/b/bobbito01.html
Bucky Bockhorn,1959,1965,G,6-4,200.0,"July 8, 1933",University of Dayton,/players/b/bockhbu01.html
Tom Boerwinkle,1969,1978,C,7-0,265.0,"August 23, 1945",University of Tennessee,/players/b/boerwto01.html
Keith Bogans,2004,2014,G-F,6-5,215.0,"May 12, 1980",University of Kentucky,/players/b/boganke01.html
Bojan Bogdanovic,2015,2017,G-F,6-8,216.0,"April 18, 1989",,/players/b/bogdabo02.html
Muggsy Bogues,1988,2001,G,5-3,136.0,"January 9, 1965",Wake Forest University,/players/b/boguemu01.html
Andrew Bogut,2006,2017,C,7-0,260.0,"November 28, 1984",University of Utah,/players/b/bogutan01.html
Etdrick Bohannon,1998,2001,F,6-9,220.0,"May 29, 1973",Auburn University at Montgomery,/players/b/bohanet01.html
Manute Bol,1986,1995,C,7-7,200.0,"October 16, 1962",University of Bridgeport,/players/b/bolma01.html
Bill Bolger,1954,1954,F,6-5,205.0,"August 21, 1931",Georgetown University,/players/b/bolgebi01.html
Joel Bolomboy,2017,2017,F,6-9,235.0,"January 28, 1994",Weber State University,/players/b/bolomjo01.html
Doug Bolstorff,1958,1958,G,6-4,195.0,"October 29, 1931",University of Minnesota,/players/b/bolstdo01.html
George Bon Salle,1962,1962,F,6-8,220.0,"July 1, 1935",University of Illinois at Urbana-Champaign,/players/b/bonsage01.html
Phil Bond,1978,1978,G,6-2,175.0,"July 27, 1954",University of Louisville,/players/b/bondph01.html
Walter Bond,1993,1995,G,6-5,200.0,"February 1, 1969",University of Minnesota,/players/b/bondwa01.html
Dexter Boney,1997,1997,G,6-4,185.0,"April 27, 1970","University of Nevada, Las Vegas",/players/b/boneyde01.html
Ron Bonham,1965,1968,F,6-5,192.0,"May 31, 1942",University of Cincinnati,/players/b/bonharo01.html
Anthony Bonner,1991,1996,F,6-8,215.0,"June 8, 1968",Saint Louis University,/players/b/bonnean01.html
Matt Bonner,2005,2016,F,6-10,235.0,"April 5, 1980",University of Florida,/players/b/bonnema01.html
Butch Booker,1970,1970,C,6-10,230.0,"July 20, 1945",Cheyney University of Pennsylvania,/players/b/bookebu01.html
Devin Booker,2016,2017,G,6-6,206.0,"October 30, 1996",University of Kentucky,/players/b/bookede01.html
Melvin Booker,1996,1997,G,6-1,185.0,"August 20, 1972",University of Missouri,/players/b/bookeme01.html
Trevor Booker,2011,2017,F,6-8,228.0,"November 25, 1987",Clemson University,/players/b/booketr01.html
Josh Boone,2007,2010,F-C,6-10,237.0,"November 21, 1984",University of Connecticut,/players/b/boonejo01.html
Ron Boone,1969,1981,G-F,6-2,200.0,"September 6, 1946",Idaho State University,/players/b/boonero01.html
Calvin Booth,2000,2009,C,6-11,230.0,"May 7, 1976",Pennsylvania State University,/players/b/boothca01.html
Keith Booth,1998,1999,F,6-6,226.0,"October 9, 1974",University of Maryland,/players/b/boothke01.html
Bob Boozer,1961,1971,F,6-8,215.0,"April 26, 1937",Kansas State University,/players/b/boozebo01.html
Carlos Boozer,2003,2015,F-C,6-9,258.0,"November 20, 1981",Duke University,/players/b/boozeca01.html
Curtis Borchardt,2004,2005,C,7-0,240.0,"September 13, 1980",Stanford University,/players/b/borchcu01.html
Jake Bornheimer,1949,1950,F-C,6-5,200.0,"June 29, 1927",Muhlenberg College,/players/b/bornhja01.html
Lazaro Borrell,2000,2000,F,6-8,220.0,"September 20, 1972",,/players/b/borrela01.html
Ike Borsavage,1951,1951,C-F,6-8,220.0,"July 25, 1924",Temple University,/players/b/borsaik01.html
Vince Boryla,1950,1954,F,6-5,210.0,"March 11, 1927",University of Denver,/players/b/borylvi01.html
Chris Bosh,2004,2016,F-C,6-11,235.0,"March 24, 1984",Georgia Institute of Technology,/players/b/boshch01.html
Jim Bostic,1978,1978,F,6-7,225.0,"January 28, 1953",New Mexico State University,/players/b/bostiji01.html
Lawrence Boston,1980,1980,F,6-8,225.0,"May 18, 1956",University of Maryland,/players/b/bostola01.html
Tom Boswell,1976,1984,F-C,6-9,220.0,"October 2, 1953",University of South Carolina,/players/b/bosweto01.html
Ruben Boumtje-Boumtje,2002,2004,C,7-0,257.0,"May 20, 1978",Georgetown University,/players/b/boumtru01.html
Don Boven,1950,1953,F-G,6-4,210.0,"March 6, 1925",Western Michigan University,/players/b/bovendo01.html
Cal Bowdler,2000,2002,F,6-10,245.0,"March 31, 1977",Old Dominion University,/players/b/bowdlca01.html
Bruce Bowen,1997,2009,F,6-7,185.0,"June 14, 1971","California State University, Fullerton",/players/b/bowenbr01.html
Ryan Bowen,2000,2010,F,6-7,215.0,"November 20, 1975",University of Iowa,/players/b/bowenry01.html
Tommie Bowens,1968,1970,F-C,6-8,220.0,"July 7, 1940",Grambling State University,/players/b/bowento01.html
Anthony Bowie,1989,1998,G-F,6-6,190.0,"November 9, 1963",University of Oklahoma,/players/b/bowiean01.html
Sam Bowie,1985,1995,C-F,7-1,235.0,"March 17, 1961",University of Kentucky,/players/b/bowiesa01.html
Orbie Bowling,1968,1968,C,6-10,215.0,"March 21, 1939",University of Tennessee,/players/b/bowlior01.html
Ira Bowman,2000,2002,G,6-5,195.0,"June 11, 1973",University of Pennsylvania,/players/b/bowmair01.html
Nate Bowman,1967,1972,C,6-10,230.0,"March 19, 1943",Wichita State University,/players/b/bowmana01.html
Donnie Boyce,1996,1997,G,6-5,196.0,"September 2, 1973",University of Colorado,/players/b/boycedo01.html
Dennis Boyd,1979,1979,G,6-1,175.0,"May 21, 1954",University of Detroit Mercy,/players/b/boydde01.html
Freddie Boyd,1973,1978,G,6-2,180.0,"June 13, 1950",Oregon State University,/players/b/boydfr01.html
Ken Boyd,1975,1975,F,6-5,195.0,"March 25, 1952",Boston University,/players/b/boydke01.html
Earl Boykins,1999,2012,G,5-5,135.0,"June 2, 1976",Eastern Michigan University,/players/b/boykiea01.html
Harry Boykoff,1950,1951,C,6-10,225.0,"July 24, 1922",St. John's University,/players/b/boykoha01.html
Winford Boynes,1979,1981,G-F,6-6,185.0,"May 17, 1957",University of San Francisco,/players/b/boynewi01.html
Cedric Bozeman,2007,2007,G,6-6,207.0,"March 7, 1983","University of California, Los Angeles",/players/b/bozemce01.html
Steve Bracey,1973,1975,G,6-1,175.0,"August 1, 1950",University of Tulsa,/players/b/bracest01.html
Craig Brackins,2011,2012,F,6-10,230.0,"October 9, 1987",Iowa State University,/players/b/brackcr01.html
Gary Bradds,1965,1971,F,6-8,210.0,"July 26, 1942",Ohio State University,/players/b/braddga01.html
Alex Bradley,1982,1982,F,6-6,215.0,"October 30, 1959",Villanova University,/players/b/bradlal02.html
Alonzo Bradley,1978,1980,F,6-6,190.0,"October 16, 1953",Texas Southern University,/players/b/bradlal01.html
Avery Bradley,2011,2017,G,6-2,180.0,"November 26, 1990",University of Texas at Austin,/players/b/bradlav01.html
Bill Bradley,1968,1968,G,5-11,165.0,"June 16, 1941",,/players/b/bradlbi02.html
Bill Bradley*,1968,1977,F-G,6-5,205.0,"July 28, 1943",Princeton University,/players/b/bradlbi01.html
Charles Bradley,1982,1984,G,6-5,215.0,"May 16, 1959",University of Wyoming,/players/b/bradlch01.html
Dudley Bradley,1980,1989,G-F,6-6,195.0,"March 19, 1957",University of North Carolina,/players/b/bradldu01.html
Jim Bradley,1974,1976,F,6-8,215.0,"March 16, 1952",Northern Illinois University,/players/b/bradlji01.html
Joe Bradley,1950,1950,G,6-3,175.0,"September 24, 1928",Oklahoma State University,/players/b/bradljo01.html
Michael Bradley,2002,2006,F-C,6-10,245.0,"April 18, 1979",Villanova University,/players/b/bradlmi01.html
Shawn Bradley,1994,2005,C,7-6,235.0,"March 22, 1972",Brigham Young University,/players/b/bradlsh01.html
Mark Bradtke,1997,1997,C-F,6-10,265.0,"September 27, 1968",,/players/b/bradtma01.html
Marques Bragg,1996,1996,F,6-8,230.0,"March 24, 1970",Providence College,/players/b/braggma01.html
Torraye Braggs,2004,2005,F,6-8,245.0,"May 15, 1976",Xavier University,/players/b/braggto01.html
A.J. Bramlett,2000,2000,C,6-10,227.0,"January 10, 1977",University of Arizona,/players/b/bramlaj01.html
Adrian Branch,1987,1990,F-G,6-7,185.0,"November 17, 1963",University of Maryland,/players/b/brancad01.html
Elton Brand,2000,2016,F,6-8,275.0,"March 11, 1979",Duke University,/players/b/brandel01.html
Terrell Brandon,1992,2002,G,5-11,180.0,"May 20, 1970",University of Oregon,/players/b/brandte01.html
Bob Brannum,1950,1955,F-C,6-5,215.0,"May 28, 1925",Michigan State University,/players/b/brannbo01.html
Brad Branson,1982,1983,C-F,6-10,220.0,"September 24, 1958",Southern Methodist University,/players/b/bransbr01.html
Jesse Branson,1966,1968,F,6-7,195.0,"January 7, 1942",Elon University,/players/b/bransje01.html
Jim Brasco,1953,1953,G,6-1,170.0,"February 3, 1931",New York University,/players/b/brascji01.html
Mike Bratz,1978,1986,G,6-2,185.0,"October 17, 1955",Stanford University,/players/b/bratzmi01.html
Carl Braun,1948,1962,G-F,6-5,180.0,"September 25, 1927",Colgate University,/players/b/braunca01.html
Tim Breaux,1995,1998,F,6-7,215.0,"September 19, 1970",University of Wyoming,/players/b/breauti01.html
J.R. Bremer,2003,2004,G,6-2,185.0,"September 19, 1980",St. Bonaventure University,/players/b/bremejr01.html
Pete Brennan,1959,1959,F,6-6,205.0,"September 23, 1936",University of North Carolina,/players/b/brennpe01.html
Tom Brennan,1955,1955,F,6-3,195.0,"August 6, 1930",Villanova University,/players/b/brennto01.html
Randy Breuer,1984,1994,C,7-3,230.0,"October 11, 1960",University of Minnesota,/players/b/breuera01.html
