Player,Bref_ID,Sref_Cbb_ID
Hamady N'Diaye,ndiayha01,hamady-ndiaye-1
Makhtar N'Diaye,ndiayma01,makhtar-ndiaye-1
Mamadou N'Diaye,ndiayma02,mamadou-ndiaye-1
Boniface N'Dong,ndongbo01,
Bob Naber,naberbo01,
Boris Nachamkin,nachabo01,
Bostjan Nachbar,nachbbo01,
Jerry Nagel,nagelje01,
Fritz Nagy,nagyfr01,
Lee Nailon,nailole01,lee-nailon-1
Eduardo Najera,najered01,eduardo-najera-1
Larry Nance,nancela01,larry-nance-1
Larry Nance Jr.,nancela02,larry-nance-2
Shabazz Napier,napiesh01,shabazz-napier-1
Paul Napolitano,napolpa01,
Bob Nash,nashbo01,
Cotton Nash,nashco01,cotton-nash-1
Steve Nash,nashst01,steve-nash-1
Swen Nater,natersw01,swen-nater-1
Howard Nathan,nathaho01,howard-nathan-1
Calvin Natt,nattca01,
Kenny Natt,nattke01,
Willie Naulls,naullwi01,
Juan Carlos Navarro,navarju01,
Maurice Ndour,ndourma01,maurice-ndour-1
Craig Neal,nealcr01,craig-neal-1
Gary Neal,nealga01,gary-neal-1
Jim Neal,nealji01,
Lloyd Neal,nealll01,
Ed Nealy,nealyed01,ed-nealy-1
Nemanja Nedovic,nedovne01,
Al Negratti,negraal01,
Barry Nelson,nelsoba01,
DeMarcus Nelson,nelsode01,demarcus-nelson-1
Don Nelson,nelsodo01,don-nelson-1
Jameer Nelson,nelsoja01,jameer-nelson-1
Louie Nelson,nelsolo01,
Ron Nelson,nelsoro01,
Ruben Nembhard,nembhru01,ruben-nembhard-1
Dick Nemelka,nemeldi01,
Tyrone Nesby,nesbyty01,tyrone-nesby-1
Martin Nessley,nesslma01,martin-nessley-1
Rasho Nesterovic,nestera01,
Raul Neto,netora01,
Bob Netolicky,netolbo01,
Johnny Neumann,neumajo01,
Paul Neumann,neumapa01,
Chuck Nevitt,nevitch01,chuck-nevitt-1
Melvin Newbern,newbeme01,melvin-newbern-1
Ivano Newbill,newbiiv01,ivano-newbill-1
Ira Newble,newblir01,ira-newble-1
Mike Newlin,newlimi01,mike-newlin-1
Johnny Newman,newmajo01,johnny-newman-1
Dave Newmark,newmada01,
Bill Newton,newtobi01,
Georges Niang,niangge01,georges-niang-1
Demetris Nichols,nichode01,demetris-nichols-1
Jack Nichols,nichoja01,
Andrew Nicholson,nichoan01,andrew-nicholson-1
Gaylon Nickerson,nickega01,
Carl Nicks,nicksca01,carl-nicks-1
Rich Niemann,niemari01,
Richie Niemiera,niemiri01,
Mike Niles,nilesmi01,mike-niles-1
Kurt Nimphius,nimphku01,kurt-nimphius-1
Dyron Nix,nixdy01,dyron-nix-1
Norm Nixon,nixonno01,norm-nixon-1
Joakim Noah,noahjo01,joakim-noah-1
Chuck Noble,noblech01,
Andres Nocioni,nocioan01,
David Noel,noelda01,david-noel-1
Nerlens Noel,noelne01,nerlens-noel-1
Paul Noel,noelpa01,
Lucas Nogueira,noguelu01,
Jim Nolan,nolanji01,
Paul Nolen,nolenpa01,
Jeff Nordgaard,nordgje01,
Bevo Nordmann,nordmbe01,
Johnny Norlander,norlajo01,
Connie Norman,normaco01,
Ken Norman,normake01,ken-norman-1
Audie Norris,norriau01,audie-norris-1
Moochie Norris,norrimo01,
Sylvester Norris,norrisy01,sylvester-norris-1
Willie Norwood,norwowi01,
George Nostrand,nostrge01,
Stan Noszka,noszkst01,
Mike Novak,novakmi01,
Steve Novak,novakst01,steve-novak-1
Mel Nowell,nowelme01,
Dirk Nowitzki,nowitdi01,
James Nunnally,nunnaja01,james-nunnally-1
Jusuf Nurkic,nurkiju01,
Dennis Nutt,nuttde01,dennis-nutt-1
David Nwaba,nwabada01,david-nwaba-1
Julius Nwosu,nwosuju01,julius-nwosu-1
Charles O'Bannon,obannch01,charles-obannon-1
Ed O'Bannon,obanned01,ed-obannon-1
John O'Boyle,oboyljo01,
Bob O'Brien,obriebo01,
J.J. O'Brien,obriejj01,
Jim O'Brien,obrieji02,
Jimmy O'Brien,obrieji01,
Ralph O'Brien,obriera01,
Johnny O'Bryant,obryajo01,johnny-obryant-1
Patrick O'Bryant,obryapa01,patrick-obryant-1
Dermie O'Connell,oconnde01,
Andy O'Donnell,odonnan01,
Buddy O'Grady,ogradbu01,
Francis O'Hanlon,ohanlfr01,
Dick O'Keefe,okeefdi01,
Tommy O'Keefe,okeefto01,
Mike O'Koren,okoremi01,mike-okoren-1
Grady O'Malley,omallgr01,
Jermaine O'Neal,onealje01,
Shaquille O'Neal,onealsh01,shaquille-oneal-1
Mike O'Neill,oneilmi01,
Kyle O'Quinn,oquinky01,kyle-oquinn-1
Kevin O'Shea,osheake01,
Garland O'Shields,oshiega01,
Dan O'Sullivan,osullda01,dan-osullivan-1
Charles Oakley,oaklech01,
Fabricio Oberto,obertfa01,
Daniel Ochefu,ochefda01,daniel-ochefu-1
Greg Oden,odengr01,greg-oden-1
Lamar Odom,odomla01,lamar-odom-1
Bud Ogden,ogdenbu01,
Ralph Ogden,ogdenra01,
Alan Ogg,oggal01,alan-ogg-1
Don Ohl,ohldo01,
Tim Ohlbrecht,ohlbrti01,
Emeka Okafor,okafoem01,emeka-okafor-1
Jahlil Okafor,okafoja01,jahlil-okafor-1
Mehmet Okur,okurme01,
Victor Oladipo,oladivi01,victor-oladipo-1
Hakeem Olajuwon,olajuha01,hakeem-olajuwon-1
Mark Olberding,olberma01,mark-olberding-1
Jawann Oldham,oldhaja01,jawann-oldham-1
John Oldham,oldhajo01,
Frank Oleynick,oleynfr01,
John Olive,olivejo01,john-olive-1
Brian Oliver,olivebr01,brian-oliver-1
Dean Oliver,olivede01,dean-oliver-1
Jimmy Oliver,oliveji01,jimmy-oliver-1
Kevin Ollie,ollieke01,kevin-ollie-1
Gene Ollrich,ollrige01,
Michael Olowokandi,olowomi01,michael-olowokandi-1
Bud Olsen,olsenbu01,
Kelly Olynyk,olynyke01,kelly-olynyk-1
Arinze Onuaku,onuakar01,arinze-onuaku-1
Chinanu Onuaku,onuakch01,chinanu-onuaku-1
Barry Orms,ormsba01,
Johnny Orr,orrjo01,johnny-orr-1
Louis Orr,orrlo01,louis-orr-1
Jose Ortiz,ortizjo01,jose-ortiz-1
Daniel Orton,ortonda01,daniel-orton-1
Chuck Osborne,osborch01,
Wally Osterkorn,osterwa01,
Greg Ostertag,ostergr01,greg-ostertag-1
Matt Othick,othicma01,matt-othick-1
Don Otten,ottendo01,
Mac Otten,ottenma01,
Kelly Oubre,oubreke01,kelly-oubre-1
Bo Outlaw,outlabo01,bo-outlaw-1
Travis Outlaw,outlatr01,
Claude Overton,overtcl01,
Doug Overton,overtdo01,doug-overton-1
Andre Owens,owensan01,andre-owens-1
Billy Owens,owensbi01,billy-owens-1
Chris Owens,owensch01,chris-owens-1
Eddie Owens,owensed01,
Jim Owens,owensji01,
Keith Owens,owenske01,keith-owens-1
Larry Owens,owensla01,larry-owens-1
Red Owens,owensre01,
Tom Owens,owensto01,tom-owens-1
Ray Owes,owesra01,ray-owes-1
Olumide Oyedeji,oyedeol01,
Joe Pace,pacejo01,
Zaza Pachulia,pachuza01,
Robert Pack,packro01,robert-pack-1
Wayne Pack,packwa01,
Gerald Paddio,paddige01,gerald-paddio-1
Scott Padgett,padgesc01,scott-padgett-1
Dana Pagett,pagetda01,
Fred Paine,painefr01,
Milt Palacio,palacmi01,milt-palacio-1
Togo Palazzi,palazto01,
Bud Palmer,palmebu01,
Errol Palmer,palmeer01,
Jim Palmer,palmeji01,
Walter Palmer,palmewa01,walter-palmer-1
Andy Panko,pankoan01,
Georgios Papagiannis,papagge01,
Kostas Papanikolaou,papanko01,
Jannero Pargo,pargoja01,jannero-pargo-1
Jeremy Pargo,pargoje01,jeremy-pargo-1
Easy Parham,parhaea01,
Robert Parish,parisro01,robert-parish-1
Med Park,parkme01,
Anthony Parker,parkean01,anthony-parker-1
Jabari Parker,parkeja01,jabari-parker-1
Smush Parker,parkesm01,smush-parker-1
Sonny Parker,parkeso01,sonny-parker-1
Tony Parker,parketo01,
Barry Parkhill,parkhba01,
Jack Parkinson,parkija01,
Charles Parks,parksch01,
Cherokee Parks,parksch02,cherokee-parks-1
Richard Parks,parksri01,
Jack Parr,parrja01,
Doyle Parrack,parrado01,
Charlie Parsley,parslch01,
Chandler Parsons,parsoch01,chandler-parsons-1
Zarko Paspalj,paspaza01,
Marty Passaglia,passama01,
George Pastushok,pastuge01,
Myles Patrick,patrimy01,myles-patrick-1
Stan Patrick,patrist01,
Andrae Patterson,pattean01,andrae-patterson-1
George Patterson,pattege01,
Lamar Patterson,pattela01,lamar-patterson-1
Patrick Patterson,pattepa01,patrick-patterson-1
Ruben Patterson,patteru01,ruben-patterson-1
Steve Patterson,pattest01,
Tom Patterson,patteto01,
Worthy Patterson,pattewo01,
Chris Paul,paulch01,chris-paul-1
Charlie Paulk,paulkch01,
Jerry Paulson,paulsje01,
Billy Paultz,paultbi01,billy-paultz-1
Sasha Pavlovic,pavloal01,
Jim Paxson,paxsoji01,jim-paxson-2
Jim Paxson,paxsoji02,jim-paxson-1
John Paxson,paxsojo01,john-paxson-1
Johnny Payak,payakjo01,
Adreian Payne,paynead01,adreian-payne-1
Cameron Payne,payneca01,cameron-payne-1
Kenny Payne,payneke01,kenny-payne-1
Tom Payne,payneto01,
Elfrid Payton,paytoel01,elfrid-payton-1
Gary Payton,paytoga01,gary-payton-1
Gary Payton,paytoga02,gary-payton-2
Mel Payton,paytome01,
George Pearcy,pearcge01,
Henry Pearcy,pearche01,
Oleksiy Pecherov,pecheol01,
Wiley Peck,peckwi01,wiley-peck-1
Rich Peek,peekri01,
Anthony Peeler,peelean01,anthony-peeler-1
George Peeples,peeplge01,
Nikola Pekovic,pekovni01,
Jake Pelkington,pelkija01,
Sam Pellom,pellosa01,
Mike Penberthy,penbemi01,
Jerry Pender,pendeje01,
Desmond Penigar,penigde01,desmond-penigar-1
Kirk Penney,penneki01,kirk-penney-1
Mike Peplowski,peplomi01,mike-peplowski-1
Will Perdue,perduwi01,will-perdue-1
Kendrick Perkins,perkike01,
Sam Perkins,perkisa01,sam-perkins-1
Warren Perkins,perkiwa01,
Kosta Perovic,perovko01,
Aulcie Perry,perryau01,
Curtis Perry,perrycu01,
Elliot Perry,perryel01,elliot-perry-1
Ron Perry,perryro01,
Tim Perry,perryti01,tim-perry-1
Chuck Person,persoch01,chuck-person-1
Wesley Person,persowe01,wesley-person-1
Jim Petersen,peterji01,jim-petersen-1
Loy Petersen,peterlo01,
Bob Peterson,peterbo01,
Ed Peterson,petered01,
Mel Peterson,peterme01,
Morris Peterson,petermo01,morris-peterson-1
Geoff Petrie,petrige01,
Johan Petro,petrojo01,
Drazen Petrovic,petrodr01,
Richard Petruska,petruri01,richard-petruska-1
Bob Pettit,pettibo01,bob-pettit-1
Jerry Pettway,pettwje01,
Roger Phegley,pheglro01,roger-phegley-1
Jack Phelan,phelaja01,
James Phelan,phelaja02,
Derrick Phelps,phelpde01,derrick-phelps-1
Michael Phelps,phelpmi01,michael-phelps-1
Andy Phillip,phillan01,
Eddie Phillips,philled01,eddie-phillips-1
Gary Phillips,phillga01,
Gene Phillips,phillge01,
Bobby Phills,phillbo01,
Eric Piatkowski,piatker01,eric-piatkowski-1
Walter Piatkowski,piatkwa01,
Paul Pierce,piercpa01,paul-pierce-1
Ricky Pierce,piercri01,ricky-pierce-1
Stan Pietkiewicz,pietkst01,stan-pietkiewicz-1
Mickael Pietrus,pietrmi01,
John Pilch,pilchjo01,
Ed Pinckney,pincked01,ed-pinckney-1
Kevinn Pinkney,pinknke01,kevinn-pinkney-1
John Pinone,pinonjo01,john-pinone-1
Dave Piontek,piontda01,
Tom Piotrowski,piotrto01,tom-piotrowski-1
Scottie Pippen,pippesc01,
Charles Pittman,pittmch01,charles-pittman-1
Dexter Pittman,pittmde01,dexter-pittman-1
Zoran Planinic,planizo01,
Tibor Pleiss,pleisti01,
Marshall Plumlee,plumlma02,marshall-plumlee-1
Mason Plumlee,plumlma01,mason-plumlee-1
Miles Plumlee,plumlmi01,miles-plumlee-1
Gary Plummer,plummga01,gary-plummer-1
Pavel Podkolzin,podkopa01,
Jakob Poeltl,poeltja01,jakob-poeltl-1
Dwayne Polee,poleedw01,dwayne-polee-1
Jim Pollard,pollaji01,jim-pollard-1
Scot Pollard,pollasc01,scot-pollard-1
Ralph Polson,polsora01,
Olden Polynice,polynol01,olden-polynice-1
Cliff Pondexter,pondecl01,
Quincy Pondexter,pondequ01,quincy-pondexter-1
David Pope,popeda01,
Mark Pope,popema01,mark-pope-1
Dave Popson,popsoda01,dave-popson-1
Ben Poquette,poquebe01,ben-poquette-1
Chris Porter,portech01,chris-porter-1
Howard Porter,porteho01,
Kevin Porter,porteke01,kevin-porter-1
Otto Porter,porteot01,otto-porter-1
Terry Porter,portete01,
Willie Porter,portewi01,
Bobby Portis,portibo01,bobby-portis-1
Bob Portman,portmbo01,
Kristaps Porzingis,porzikr01,
James Posey,poseyja01,james-posey-1
Lavor Postell,postela01,lavor-postell-1
John Postley,postljo01,
Vitaly Potapenko,potapvi01,vitaly-potapenko-1
Leon Powe,powele01,leon-powe-1
Cincinnatus Powell,powelci01,
Dwight Powell,poweldw01,dwight-powell-1
Josh Powell,poweljo01,josh-powell-1
Kasib Powell,powelka01,kasib-powell-1
Norman Powell,powelno01,norman-powell-1
Roger Powell,powelro01,roger-powell-1
Alex Poythress,poythal01,alex-poythress-1
Marlbert Pradd,praddma01,
Mike Pratt,prattmi01,
Paul Pressey,presspa01,paul-pressey-1
Phil Pressey,pressph01,phil-pressey-1
Dominic Pressley,pressdo01,dominic-pressley-1
Harold Pressley,pressha01,harold-pressley-1
Stephen Previs,previst01,
A.J. Price,priceaj01,aj-price-1
Brent Price,pricebr01,brent-price-1
Jim Price,priceji01,
Mark Price,pricema01,mark-price-1
Mike Price,pricemi01,
Ronnie Price,pricero01,ronnie-price-1
Tony Price,priceto01,tony-price-1
Bob Priddy,priddbo01,
Pablo Prigioni,prigipa01,
Tayshaun Prince,princta01,tayshaun-prince-1
John Pritchard,pritcjo01,
Kevin Pritchard,pritcke01,kevin-pritchard-1
Laron Profit,profila01,laron-profit-1
Gabe Pruitt,pruitga01,gabe-pruitt-1
Joel Przybilla,przybjo01,joel-przybilla-1
Les Pugh,pughle01,
Roy Pugh,pughro01,
Anthony Pullard,pullaan01,anthony-pullard-1
Don Putman,putnado01,
Tim Quarterman,quartti01,tim-quarterman-1
Bob Quick,quickbo01,
Chris Quinn,quinnch01,chris-quinn-1
Brian Quinnett,quinnbr01,brian-quinnett-1
Luther Rackley,rackllu01,
Howie Rader,raderho01,
Mark Radford,radfoma01,mark-radford-1
Wayne Radford,radfowa01,
Dino Radja,radjadi01,
Vladimir Radmanovic,radmavl01,
Aleksandar Radojevic,radojal01,
Frank Radovich,radovfr01,
Moe Radovich,radovmo01,
Miroslav Raduljica,radulmi01,
Ray Radziszewski,radzira01,
Ray Ragelis,ragelra01,
Sherwin Raiken,raikesh01,
Ed Rains,rainsed01,ed-rains-1
Igor Rakocevic,rakocig01,
Kurt Rambis,rambiku01,kurt-rambis-1
Peter John Ramos,ramospe01,
Cal Ramsey,ramseca01,
Frank Ramsey,ramsefr01,
Ray Ramsey,ramsera01,
Mark Randall,randama01,mark-randall-1
Chasson Randle,randlch01,chasson-randle-1
Julius Randle,randlju01,julius-randle-1
Anthony Randolph,randoan01,anthony-randolph-1
Shavlik Randolph,randosh01,shavlik-randolph-1
Zach Randolph,randoza01,zach-randolph-1
Wally Rank,rankwa01,
Kelvin Ransey,ranseke01,kelvin-ransey-1
Sam Ranzino,ranzisa01,
Bobby Rascoe,rascobo01,
Blair Rasmussen,rasmubl01,blair-rasmussen-1
George Ratkovicz,ratkoge01,
Ed Ratleff,ratleed01,
Mike Ratliff,ratlimi01,
Theo Ratliff,ratlith01,theo-ratliff-1
Andy Rautins,rautian01,andy-rautins-1
Leo Rautins,rautile01,leo-rautins-1
Allan Ray,rayal01,allan-ray-1
Clifford Ray,raycl01,clifford-ray-1
Don Ray,raydo01,
James Ray,rayja01,james-ray-1
Jim Ray,rayji01,
Jimmy Rayl,raylji01,
Craig Raymond,raymocr01,
Connie Rea,reaco01,
Joe Reaves,reavejo01,
Zeljko Rebraca,rebraze01,
Eldridge Recasner,recasel01,eldridge-recasner-1
Michael Redd,reddmi01,michael-redd-1
Frank Reddout,reddofr01,
J.J. Redick,redicjj01,jj-redick-1
Marlon Redmond,redmoma01,marlon-redmond-1
Hub Reed,reedhu01,
Justin Reed,reedju01,justin-reed-1
Ron Reed,reedro01,ron-reed-2
Willie Reed,reedwi02,willie-reed-1
Willis Reed,reedwi01,
Bryant Reeves,reevebr01,bryant-reeves-1
Khalid Reeves,reevekh01,khalid-reeves-1
Richie Regan,reganri01,
Don Rehfeldt,rehfedo01,
Billy Reid,reidbi01,billy-reid-1
Don Reid,reiddo01,don-reid-1
J.R. Reid,reidjr01,jr-reid-1
Jim Reid,reidji01,
Robert Reid,reidro01,
Ryan Reid,reidry01,
Jared Reiner,reineja01,jared-reiner-1
Chick Reiser,reisech01,
Richard Rellford,rellfri01,richard-rellford-1
Terrence Rencher,renchte01,terrence-rencher-1
John Rennicke,rennijo01,
Bob Rensberger,rensbro01,
Efthimi Rentzias,rentzef01,
Shawn Respert,respesh01,shawn-respert-1
Kevin Restani,restake01,kevin-restani-1
George Reynolds,reynoge01,
Jerry Reynolds,reynoje01,jerry-reynolds-1
Kendall Rhine,rhineke01,
Gene Rhodes,rhodege01,
Rodrick Rhodes,rhodero01,rodrick-rhodes-1
Glen Rice,ricegl01,glen-rice-1
Glen Rice,ricegl02,glen-rice-jr-1
Chris Richard,richach01,chris-richard-1
Clint Richardson,richacl01,clint-richardson-1
Jason Richardson,richaja01,jason-richardson-1
Jeremy Richardson,richaje01,
Josh Richardson,richajo01,josh-richardson-2
Malachi Richardson,richama01,malachi-richardson-1
Micheal Ray Richardson,richami01,micheal-ray-richardson-1
Norm Richardson,richano01,norm-richardson-1
Pooh Richardson,richapo01,pooh-richardson-1
Quentin Richardson,richaqu01,quentin-richardson-1
Mitch Richmond,richmmi01,mitch-richmond-1
John Richter,richtjo01,
Dick Ricketts,rickedi01,dick-ricketts-2
Isaiah Rider,rideris01,isaiah-rider-1
Jackie Ridgle,ridglja01,
Luke Ridnour,ridnolu01,luke-ridnour-1
Mel Riebe,riebeme01,
Bob Riedy,riedybo01,
Jim Riffey,riffeji01,
Antoine Rigaudeau,rigauan01,
Tom Riker,rikerto01,
Bob Riley,rileybo01,
Eric Riley,rileyer01,eric-riley-1
Pat Riley,rileypa01,pat-riley-1
Ron Riley,rileyro01,
Rich Rinaldi,rinalri01,
Mike Riordan,riordmi01,
Arnie Risen,risenar01,
Tex Ritter,rittete01,
Ramon Rivas,rivasra01,ramon-rivas-1
Austin Rivers,riverau01,austin-rivers-1
David Rivers,riverda01,david-rivers-1
Doc Rivers,riverdo01,doc-rivers-1
Lee Robbins,robbile01,
Red Robbins,robbire01,
Andre Roberson,roberan03,andre-roberson-1
Anthony Roberson,roberan02,anthony-roberson-1
Rick Roberson,roberri01,
Terrance Roberson,roberte01,terrance-roberson-1
Anthony Roberts,roberan01,anthony-roberts-1
Bill Roberts,roberbi01,
Brian Roberts,roberbr01,brian-roberts-1
Fred Roberts,roberfr01,fred-roberts-1
Joe Roberts,roberjo01,
Lawrence Roberts,roberla01,lawrence-roberts-1
Marv Roberts,roberma01,
Stanley Roberts,roberst01,stanley-roberts-1
Alvin Robertson,roberal01,alvin-robertson-1
Oscar Robertson,roberos01,oscar-robertson-1
Ryan Robertson,roberry01,ryan-robertson-1
Tony Robertson,roberto01,
Rick Robey,robeyri01,rick-robey-1
Bernard Robinson,robinbe01,bernard-robinson-1
Chris Robinson,robinch01,chris-robinson-1
Cliff Robinson,robincl01,cliff-robinson-1
Clifford Robinson,robincl02,clifford-robinson-1
David Robinson,robinda01,david-robinson-1
Eddie Robinson,robined01,
Flynn Robinson,robinfl01,
Glenn Robinson,robingl01,glenn-robinson-1
Glenn Robinson,robingl02,glenn-robinson-2
Jackie Robinson,robinja01,jackie-robinson-1
Jamal Robinson,robinja03,jamal-robinson-1
James Robinson,robinja02,james-robinson-1
Larry Robinson,robinla01,larry-robinson-1
Nate Robinson,robinna01,nate-robinson-1
Oliver Robinson,robinol01,oliver-robinson-1
Ronnie Robinson,robinro01,
Rumeal Robinson,robinru01,rumeal-robinson-1
Samuel Robinson,robinsa01,
Thomas Robinson,robinth01,thomas-robinson-2
Truck Robinson,robintr01,
Wayne Robinson,robinwa01,wayne-robinson-1
Wilbert Robinson,robinwi01,
Bill Robinzine,robinbi01,bill-robinzine-1
Dave Robisch,robisda01,dave-robisch-1
Red Rocha,rochare01,
John Roche,rochejo01,john-roche-1
Gene Rock,rockge01,
Jack Rocker,rockeja01,
Guy Rodgers,rodgegu01,guy-rodgers-1
Dennis Rodman,rodmade01,
Sergio Rodriguez,rodrise01,
Lou Roe,roelo01,lou-roe-1
Carlos Rogers,rogerca01,carlos-rogers-1
Harry Rogers,rogerha01,
Johnny Rogers,rogerjo01,johnny-rogers-1
Marshall Rogers,rogerma01,
Rodney Rogers,rogerro01,rodney-rogers-1
Roy Rogers,rogerro02,roy-rogers-1
Willie Rogers,rogerwi01,
Al Roges,rogesal01,
Ken Rohloff,rohloke01,
Kenny Rollins,rollike01,
Phil Rollins,rolliph01,
Tree Rollins,rollitr01,tree-rollins-1
Lorenzo Romar,romarlo01,lorenzo-romar-1
Rajon Rondo,rondora01,rajon-rondo-1
Jerry Rook,rookje01,
Sean Rooks,rooksse01,sean-rooks-1
Derrick Rose,rosede01,derrick-rose-1
Jalen Rose,roseja01,jalen-rose-1
Malik Rose,rosema01,malik-rose-1
Rob Rose,rosero01,
Petey Rosenberg,rosenpe01,
Lennie Rosenbluth,rosenle01,
Hank Rosenstein,rosenha01,
Dick Rosenthal,rosendi01,
Quinton Ross,rossqu01,quinton-ross-1
Terrence Ross,rosste01,terrence-ross-1
Doug Roth,rothdo01,doug-roth-1
Scott Roth,rothsc01,scott-roth-1
Irv Rothenberg,rotheir01,
Mickey Rottner,rottnmi01,
Dan Roundfield,roundda01,dan-roundfield-1
Giff Roux,rouxgi01,
Ron Rowan,rowanro01,ron-rowan-1
Curtis Rowe,rowecu01,
Jim Rowinski,rowinji01,jim-rowinski-1
Derrick Rowland,rowlade01,
Brian Rowsom,rowsobr01,brian-rowsom-1
Brandon Roy,roybr01,brandon-roy-1
Donald Royal,royaldo01,donald-royal-1
Reggie Royals,royalre01,
Bob Royer,royerbo01,
Clifford Rozier,roziecl01,clifford-rozier-1
Terry Rozier,roziete01,terry-rozier-1
Ricky Rubio,rubiori01,
Guy Rucker,ruckegu01,guy-rucker-1
Delaney Rudd,ruddde01,delaney-rudd-1
John Rudd,ruddjo01,
Damjan Rudez,rudezda01,
John Rudometkin,rudomjo01,
Michael Ruffin,ruffimi01,michael-ruffin-1
Trevor Ruffin,ruffitr01,trevor-ruffin-1
Paul Ruffner,ruffnpa01,
Joe Ruklick,ruklijo01,
Jeff Ruland,rulanje01,jeff-ruland-1
Bob Rule,rulebo01,
Jerry Rullo,rulloje01,
Stefano Rusconi,ruscost01,
Brandon Rush,rushbr01,brandon-rush-1
Kareem Rush,rushka01,kareem-rush-1
Bill Russell,russebi01,bill-russell-1
Bryon Russell,russebr01,bryon-russell-1
Campy Russell,russeca02,campy-russell-1
Cazzie Russell,russeca01,
D'Angelo Russell,russeda01,dangelo-russell-1
Frank Russell,russefr01,
Pierre Russell,russepi01,
Rubin Russell,russeru01,
Walker Russell,russewa01,walker-russell-1
Walker Russell,russewa02,walker-russell-2
Arvydas Sabonis,sabonar01,
Domantas Sabonis,sabondo01,domantas-sabonis-1
Robert Sacre,sacrero01,robert-sacre-1
Ed Sadowski,sadowed01,
Kenny Sailors,sailoke01,
John Salley,sallejo01,john-salley-1
John Salmons,salmojo01,john-salmons-1
Al Salvadori,salvaal01,
Kevin Salvadori,salvake01,kevin-salvadori-1
Soumaila Samake,samakso01,
Cheikh Samb,sambch01,
JaKarr Sampson,sampsja02,jakarr-sampson-1
Jamal Sampson,sampsja01,jamal-sampson-1
Ralph Sampson,sampsra01,ralph-sampson-1
Samardo Samuels,samuesa01,samardo-samuels-1
Pepe Sanchez,sanchpe01,pepe-sanchez-1
Al Sanders,sandeal01,
Frankie Sanders,sandefr01,
Jeff Sanders,sandeje01,jeff-sanders-1
Larry Sanders,sandela01,larry-sanders-1
Melvin Sanders,sandeme01,melvin-sanders-1
Mike Sanders,sandemi01,mike-sanders-1
Tom Sanders,sandeto01,
Ron Sanford,sanforo01,
Daniel Santiago,santida01,
Bob Santini,santibo01,
Wayne Sappleton,sapplwa01,wayne-sappleton-1
Dario Saric,saricda01,
Jason Sasser,sasseja01,jason-sasser-1
Jeryl Sasser,sasseje01,jeryl-sasser-1
Tomas Satoransky,satorto01,
Kenny Satterfield,satteke01,kenny-satterfield-1
Pep Saul,saulpe01,
Woody Sauldsberry,sauldwo01,
Glynn Saulters,saultgl01,
Fred Saunders,saundfr01,
Don Savage,savagdo01,
Predrag Savovic,savovpr01,predrag-savovic-1
Alan Sawyer,sawyeal01,
Brian Scalabrine,scalabr01,brian-scalabrine-1
Alex Scales,scaleal01,alex-scales-1
DeWayne Scales,scalede01,dewayne-scales-1
Frank Schade,schadfr01,
Ben Schadler,schadbe01,
Herm Schaefer,schaehe01,
Billy Schaeffer,schaebi01,
Bob Schafer,schafbo01,
Ben Scharnus,scharbe01,
Marv Schatzman,schatma01,
Fred Schaus,schaufr01,
Danny Schayes,schayda01,danny-schayes-1
Dolph Schayes,schaydo01,
Ossie Schectman,schecos01,
Steve Scheffler,schefst01,steve-scheffler-1
Tom Scheffler,schefto01,tom-scheffler-1
Dave Schellhase,schelda01,
Luke Schenscher,schenlu01,luke-schenscher-1
Herb Scherer,scherhe01,
Dwayne Schintzius,schindw01,dwayne-schintzius-1
Dale Schlueter,schluda01,
Otto Schnellbacher,schneot01,
Dick Schnittker,schnidi01,
Russ Schoene,schoeru01,
Dave Scholz,scholda01,
Milt Schoon,schoomi01,
Detlef Schrempf,schrede01,detlef-schrempf-1
Dennis Schroder,schrode01,
Howie Schultz,schulho01,
Dick Schulz,schuldi01,
Roger Schurig,schurro01,
John Schweitz,schwejo01,john-schweitz-1
Luis Scola,scolalu01,
Fred Scolari,scolafr01,
Alvin Scott,scottal01,alvin-scott-1
Brent Scott,scottbr01,brent-scott-1
Byron Scott,scottby01,byron-scott-1
Charlie Scott,scottch01,charlie-scott-1
Dennis Scott,scottde01,dennis-scott-1
James Scott,scottja01,james-scott-1
Mike Scott,scottmi01,mike-scott-4
Ray Scott,scottra01,
Shawnelle Scott,scottsh01,shawnelle-scott-1
Willie Scott,scottwi01,
Paul Scranton,scranpa01,
Carey Scurry,scurrca01,carey-scurry-1
Bruce Seals,sealsbr01,
Shea Seals,sealssh01,shea-seals-1
Malik Sealy,sealyma01,malik-sealy-1
Ed Searcy,searced01,
Kenny Sears,searske01,ken-sears-1
Wayne See,seewa01,
Thabo Sefolosha,sefolth01,
Rony Seikaly,seikaro01,rony-seikaly-1
Glen Selbo,selbogl01,
Josh Selby,selbyjo01,josh-selby-1
Wayne Selden,seldewa01,wayne-selden-1
Brad Sellers,sellebr01,brad-sellers-1
Phil Sellers,selleph01,
Rollie Seltz,seltzro01,
Lester Selvage,selvale01,
Frank Selvy,selvyfr01,
Jim Seminoff,seminji01,
Mouhamed Sene,senesa01,
George Senesky,senesge01,
Kevin Seraphin,serapke01,
Ansu Sesay,sesayan01,ansu-sesay-1
Ramon Sessions,sessira01,ramon-sessions-1
Ha Seung-Jin,seungha01,
Tom Sewell,sewelto01,tom-sewell-1
